userID,holdout_animeID,train_anime_ids,profile_size,user_level,popularity_rank,latent_svd_rank,hybrid_rank,hybrid_top10_anime_ids,candidate_pool_size,holdout_title,train_titles,hybrid_top10_titles,case_type
3701,14741,19|20|27|33|51|65|74|97|106|120|121|136|149|152|158|164|166|177|191|192,795,Completionist,2,2,2,14345|14741|20847|15771|512|38249|8857|7762|5030|24133,101,Chuunibyou demo Koi ga Shitai!,Monster | Naruto | Trinity Blood | Kenpuu Denki Berserk | Tenshi Kinryouku | Rozen Maiden: Träumend | Gakuen Alice | Last Exile,"Btooom! | Chuunibyou demo Koi ga Shitai! | Seitokai Yakuindomo* | Saint☆Oniisan (Movie) | Majo no Takkyuubin | Saiki Kusuo no Ψ-nan: Kanketsu-hen | Nichijou: Nichijou no 0-wa | Yondemasu yo, Azazel-san. | Maria†Holic | Taimadou Gakuen 35 Shiken Shoutai",both_hit
3760,22145,199|853|4898|6707|9989|10161|11111|16498|18507|22319|23273|23317|30276|32995|33486,15,Newcomer,8,2,2,431|22145|30503|4181|3572|36038|15225|9834|31845|38555,101,Kuroshitsuji: Book of Circus,Sen to Chihiro no Kamikakushi | Ouran Koukou Host Club | Kuroshitsuji | Kuroshitsuji II | Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai. | No.6 | Another | Shingeki no Kyojin,Howl no Ugoku Shiro | Kuroshitsuji: Book of Circus | Noragami Aragoto | Clannad: After Story | Macross F | Net-juu no Susume | Hentai Ouji to Warawanai Neko. | Level E | Masou Gakuen HxH | Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta...,both_hit
3810,384,19|33|67|226|239|317|395|790|934|1535|1575|1818|2904|3457|4752|5039|6114|6880|7193|10218,26,Casual Viewer,4,1,1,384|1292|28223|2131|527|11241|6288|40004|6987|85,101,Gantz,Monster | Kenpuu Denki Berserk | Basilisk: Kouga Ninpou Chou | Elfen Lied | Gankutsuou | Final Fantasy VII: Advent Children | Gantz 2nd Stage | Ergo Proxy,Gantz | Afro Samurai | Death Parade | Bokusatsu Tenshi Dokuro-chan 2 | Pokemon | Brave 10 | Kidou Senshi Gundam 00 Movie: A Wakening of the Trailblazer | Bokutachi wa Benkyou ga Dekinai! | Aki-Sora | Kidou Senshi Zeta Gundam,both_hit
3832,2544,1|30|90|114|136|226|245|302|339|437|516|523|552|813|874|970|1132|1313|1316|1375,55,Explorer,52,22,34,31|28735|543|23199|8624|2229|24135|419|59|283,101,Kazoku Robinson Hyouryuuki: Fushigi na Shima no Flone,Cowboy Bebop | Shinseiki Evangelion | Shin Kidou Senki Gundam Wing | Sakigake!! Cromartie Koukou | Hunter x Hunter | Elfen Lied | Great Teacher Onizuka | Mirai Shounen Conan,Shinseiki Evangelion Movie: Shi to Shinsei | Shouwa Genroku Rakugo Shinjuu | Vampire Hunter D (2000) | Durarara!!x2 Shou | Digimon Xros Wars | Dragon Quest: Dai no Daibouken (TV) | Nobunaga Concerto | Samurai Deeper Kyou | Chobits | Akage no Anne,both_miss
3870,21773,102|120|149|226|243|322|325|334|520|523|552|597|819|853|877|957|1195|1222|1535|1838,109,Regular Fan,49,8,9,31229|145|36704|11355|512|60|28825|41389|21773|33788,101,Sugar*Soldier,Aishiteruze Baby★★ | Fruits Basket | Loveless | Elfen Lied | Gravitation | Paradise Kiss | Peach Girl | Marmalade Boy,"Servamp | Kareshi Kanojo no Jijou | Free! Dive to the Future | Kono Danshi, Uchuujin to Tatakaemasu. | Majo no Takkyuubin | Chrno Crusade | Himouto! Umaru-chan | Tonikaku Kawaii | Sugar*Soldier | Marginal#4: Kiss kara Tsukuru Big Bang",hybrid_win
3899,12967,1|6|18|20|24|28|45|48|49|52|60|61|64|65|68|71|74|79|90|91,466,Dedicated Fan,11,2,3,451|3470|12967|11285|26441|25537|1609|10572|32551|27829,101,Arcana Famiglia,Cowboy Bebop | Trigun | Initial D Fourth Stage | Naruto | School Rumble | Yakitate!! Japan | Rurouni Kenshin: Meiji Kenkaku Romantan | .hack//Sign,InuYasha Movie 3: Tenka Hadou no Ken | Special A | Arcana Famiglia | Black★Rock Shooter (TV) | Junketsu no Maria | Fate/stay night Movie: Heaven's Feel - I. Presage Flower | Mai-Otome Zwei | Ro-Kyu-Bu! | Digimon Adventure tri. 3: Kokuhaku | Heavy Object,hybrid_win
3906,880,1|7|19|30|33|45|50|58|60|68|71|72|73|74|79|80|121|132|133|147,188,Regular Fan,15,1,1,880|5909|38555|49|1594|463|579|4028|159|34086,101,Aa! Megami-sama! Sorezore no Tsubasa,Cowboy Bebop | Witch Hunter Robin | Monster | Shinseiki Evangelion | Kenpuu Denki Berserk | Rurouni Kenshin: Meiji Kenkaku Romantan | Aa! Megami-sama! (TV) | Blue Gender,Aa! Megami-sama! Sorezore no Tsubasa | Seitokai no Ichizon | Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta... | Aa! Megami-sama! | Jigoku Shoujo Futakomori | One Piece Movie 05: Norowareta Seiken | Battle Programmer Shirase | Slayers Revolution | Boukyaku no Senritsu | Tales of Zestiria the Cross 2nd Season,hybrid_win
3974,2904,1|20|223|392|813|918|1575|4224|5114|6746|9253|9919|9969|11061|11577|12189|13759|14719|14813|15417,63,Explorer,1,2,2,7472|2904|30240|5530|482|19647|2030|790|1722|30911,101,Code Geass: Hangyaku no Lelouch R2,Cowboy Bebop | Naruto | Dragon Ball | Yuu☆Yuu☆Hakusho | Dragon Ball Z | Gintama | Code Geass: Hangyaku no Lelouch | Toradora!,Gintama Movie 1: Shinyaku Benizakura-hen | Code Geass: Hangyaku no Lelouch R2 | Prison School | Pandora Hearts | Yu☆Gi☆Oh! Duel Monsters GX | Hajime no Ippo: Rising | El Cazador de la Bruja | Ergo Proxy | Nagasarete Airantou | Tales of Zestiria the Cross,both_hit
4043,7817,120|210|240|249|853|934|2730|4975|4999|6645|6682|7054|7148|8675|9736|10582,16,Newcomer,2,1,1,7817|6205|11843|2131|740|2403|6377|26349|15377|12113,101,B-gata H-kei,Fruits Basket | Ranma ½ | Genshiken | InuYasha | Ouran Koukou Host Club | Higurashi no Naku Koro ni | 1+2=Paradise | ChäoS;HEAd,B-gata H-kei | Kämpfer | Danshi Koukousei no Nichijou | Bokusatsu Tenshi Dokuro-chan 2 | Bishoujo Senshi Sailor Moon R | Kodomo no Jikan (TV) | Zan Sayonara Zetsubou Sensei | Danna ga Nani wo Itteiru ka Wakaranai Ken | Hyakka Ryouran: Samurai Bride | Berserk: Ougon Jidai-hen II - Doldrey Kouryaku,both_hit
4120,2890,1|5|6|30|32|43|44|47|164|199|226|227|267|268|323|339|416|431|437|523,47,Casual Viewer,1,1,1,2890|256|35848|2131|36862|50|2508|1352|34825|886,101,Gake no Ue no Ponyo,"Cowboy Bebop | Cowboy Bebop: Tengoku no Tobira | Trigun | Shinseiki Evangelion | Shinseiki Evangelion Movie: Air/Magokoro wo, Kimi ni | Koukaku Kidoutai | Rurouni Kenshin: Meiji Kenkaku Romantan - Tsuioku-hen | Akira",Gake no Ue no Ponyo | Hoshi no Koe | Promare | Bokusatsu Tenshi Dokuro-chan 2 | Made in Abyss Movie 3: Fukaki Tamashii no Reimei | Aa! Megami-sama! (TV) | Genshiken 2 | Cyber City Oedo 808 | Keppeki Danshi! Aoyama-kun | Amaenaide yo!! Katsu!!,both_hit
4167,7110,20|199|317|431|512|523|724|746|853|907|1532|1535|2890|3092|3375|3457|4752|4814|6880|6895,39,Casual Viewer,39,5,5,3359|10087|13655|39195|7110|13807|10020|33049|22537|40839,101,Shounen Maid Kuuro-kun: Tenshi no Uta,Naruto | Sen to Chihiro no Kamikakushi | Final Fantasy VII: Advent Children | Howl no Ugoku Shiro | Majo no Takkyuubin | Tonari no Totoro | Enzai | Papa to Kiss in the Dark,"Amatsuki | Fate/Zero | Little Busters! | Beastars | Shounen Maid Kuuro-kun: Tenshi no Uta | Corpse Party: Missing Footage | Ore no Imouto ga Konnani Kawaii Wake ga Nai Specials | Fate/stay night Movie: Heaven's Feel - II. Lost Butterfly | Yami Shibai 2 | Kanojo, Okarishimasu",hybrid_win
4180,4282,1|6|20|30|33|43|57|164|185|186|187|205|223|226|232|237|263|264|265|269,318,Dedicated Fan,4,1,1,4282|27775|29786|32370|572|35076|368|27411|1065|147,101,Kara no Kyoukai Movie 5: Mujun Rasen,Cowboy Bebop | Trigun | Naruto | Shinseiki Evangelion | Kenpuu Denki Berserk | Koukaku Kidoutai | Beck | Mononoke Hime,Kara no Kyoukai Movie 5: Mujun Rasen | Plastic Memories | Shimoneta to Iu Gainen ga Sonzai Shinai Taikutsu na Sekai | D.Gray-man Hallow | Kaze no Tani no Nausicaä | Juuni Taisen | Bible Black | Koukaku Kidoutai: Shin Movie | Touch | Kimi ga Nozomu Eien,both_hit
4189,687,1195|1840|3712|4063|5277|10155|11319|11617|11757,9,Newcomer,16,6,7,5781|5909|550|22535|13767|40262|687|39388|36220|5902,101,Tokyo Mew Mew,Zero no Tsukaima | Zero no Tsukaima: Futatsuki no Kishi | Zero no Tsukaima: Princesses no Rondo | Sekirei | Sekirei: Pure Engagement | Dog Days | Zero no Tsukaima F | High School DxD,Isekai no Seikishi Monogatari | Seitokai no Ichizon | Yu☆Gi☆Oh! | Kiseijuu: Sei no Kakuritsu | Junjou Romantica OVA | Haikyuu!! Riku vs. Kuu | Tokyo Mew Mew | Koisuru Asteroid | Itsudatte Bokura no Koi wa 10 cm Datta. | Hyakujitsu no Bara,hybrid_win
4205,1579,16|59|120|121|123|124|177|356|380|381|853|861|877|957|969|1142|1222|1562|1829|1914,30,Casual Viewer,15,1,1,1579|22297|6811|431|585|19815|35062|46|584|28285,101,Kiniro no Corda: Primo Passo,Hachimitsu to Clover | Chobits | Fruits Basket | Fullmetal Alchemist | Fushigi Yuugi | Fushigi Yuugi: Eikouden | Tsubasa Chronicle | Fate/stay night,Kiniro no Corda: Primo Passo | Fate/stay night: Unlimited Blade Works | InuYasha: Kanketsu-hen | Howl no Ugoku Shiro | Mimi wo Sumaseba | No Game No Life | Mahoutsukai no Yome | Rurouni Kenshin: Meiji Kenkaku Romantan - Ishinshishi e no Chinkonka | Noein: Mou Hitori no Kimi e | Trinity Seven: Nanatsu no Taizai to Nana Madoushi,hybrid_win
4224,11887,1575|2026|2605|2904|2950|4192|5081|5114|5681|5958|6634|6746|8074|8407|8516|8525|8675|8676|8769|8841,97,Explorer,2,1,1,11887|23289|36633|19319|1361|20449|28013|15649|21325|35076,101,Kokoro Connect,Code Geass: Hangyaku no Lelouch | Hayate no Gotoku! | Sayonara Zetsubou Sensei | Code Geass: Hangyaku no Lelouch R2 | Doubutsu no Mori | Hayate no Gotoku!! | Bakemonogatari | Fullmetal Alchemist: Brotherhood,"Kokoro Connect | Gekkan Shoujo Nozaki-kun | Date A Live III | Gundam Build Fighters | Final Fantasy: The Spirits Within | Watashi ga Motenai no wa Dou Kangaetemo Omaera ga Warui!: Motenaishi, Nazomeite Miru | Macross Δ | Puchimas!: Petit iDOLM@STER | Pupipo! | Juuni Taisen",both_hit
4236,4898,120|149|199|243|251|853|1535|1575|2923|2993|3470|3588|7082|9919|11771|16035|16498|16894|18507|20583,46,Casual Viewer,3,1,1,4898|20507|34414|578|5719|3785|906|408|42603|8841,101,Kuroshitsuji,Fruits Basket | Loveless | Sen to Chihiro no Kamikakushi | Gravitation | Kyou kara Maou! | Ouran Koukou Host Club | Death Note | Code Geass: Hangyaku no Lelouch,Kuroshitsuji | Noragami | Nanbaka 2 | Hotaru no Haka | Sex Pistols | Evangelion Movie 3: Q | Dragon Ball Z Movie 13: Ryuuken Bakuhatsu!! Gokuu ga Yaraneba Dare ga Yaru | Final Fantasy VII: Last Order | Boku no Hero Academia: Ikinokore! Kesshi no Survival Kunren | Kore wa Zombie desu ka?,both_hit
4243,15,64|65|133|164|199|205|253|322|357|412|584|853|1212|1698|1719|2131|2236|2251|2926|3087,29,Casual Viewer,16,12,12,32995|6574|167|1589|20689|14227|8557|40454|23199|3783,101,Eyeshield 21,Rozen Maiden | Rozen Maiden: Träumend | Green Green | Mononoke Hime | Sen to Chihiro no Kamikakushi | Samurai Champloo | Jungle wa Itsumo Hare nochi Guu | Paradise Kiss,Yuri!!! on Ice | Hanamaru Youchien | Scrapped Princess | Bartender | Hamatora The Animation | Tonari no Kaibutsu-kun | Shinryaku! Ika Musume | Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka III | Durarara!!x2 Shou | Kara no Kyoukai Movie 3: Tsuukaku Zanryuu,both_miss
4263,38691,9253|9919|37430|38668|40956|41353,6,Newcomer,2,1,1,38691|39468|39710|41120|8246|39570|33581|24833|208|10232,101,Dr. Stone,Steins;Gate | Ao no Exorcist | Tensei shitara Slime Datta Ken | Dorohedoro | Enen no Shouboutai: Ni no Shou | The God of High School,Dr. Stone | Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen | Yesterday wo Utatte | Fugou Keiji: Balance:Unlimited | Naruto: Shippuuden Movie 4 - The Lost Tower | High Score Girl II | Trinity Seven Movie 1: Eternity Library to Alchemic Girl | Ansatsu Kyoushitsu | R.O.D: Read or Die | Tamayura: Hitotose,both_hit
4300,22319,19|20|30|32|199|431|523|578|1535|1689|1735|2236|5114|9253|9760|11111|11577|11757|16498|16782,69,Explorer,1,1,1,22319|37450|1210|18195|34662|4437|9055|7079|9938|21845,101,Tokyo Ghoul,"Monster | Naruto | Shinseiki Evangelion | Shinseiki Evangelion Movie: Air/Magokoro wo, Kimi ni | Sen to Chihiro no Kamikakushi | Howl no Ugoku Shiro | Tonari no Totoro | Hotaru no Haka",Tokyo Ghoul | Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai | NHK ni Youkoso! | Little Busters! Refrain | Fate/Apocrypha | Naruto: Shippuuden Movie 2 - Kizuna | Tamayura | Ookamikakushi | Ikoku Meiro no Croisée The Animation | Ushinawareta Mirai wo Motomete,both_hit
4303,37349,20|30|32|81|93|94|121|154|164|199|223|225|249|263|264|265|317|416|430|431,399,Dedicated Fan,3,1,1,37349|18679|25879|4081|27899|10521|6211|6922|21867|21863,101,Goblin Slayer,"Naruto | Shinseiki Evangelion | Shinseiki Evangelion Movie: Air/Magokoro wo, Kimi ni | Kidou Senshi Gundam: Dai 08 MS Shoutai | Kidou Senshi Gundam SEED | Kidou Senshi Gundam SEED Destiny | Fullmetal Alchemist | Shaman King",Goblin Slayer | Kill la Kill | Working!!! | Natsume Yuujinchou | Tokyo Ghoul √A | Working'!! | Tokyo Magnitude 8.0 | Fate/stay night Movie: Unlimited Blade Works | Edogawa Conan Shissou Jiken: Shijou Saiaku no Futsukakan | Mangaka-san to Assistant-san to The Animation,both_hit
4342,17549,1|5|16|30|57|101|199|250|268|523|597|713|759|849|877|889|918|975|976|1142,270,Dedicated Fan,5,2,2,28851|17549|32093|26349|40513|13667|3467|30694|5150|36616,101,Non Non Biyori,Cowboy Bebop | Cowboy Bebop: Tengoku no Tobira | Hachimitsu to Clover | Shinseiki Evangelion | Beck | Air | Sen to Chihiro no Kamikakushi | Konjiki no Gash Bell!!,Koe no Katachi | Non Non Biyori | Tanaka-kun wa Itsumo Kedaruge | Danna ga Nani wo Itteiru ka Wakaranai Ken | Nami yo Kiitekure | Naruto: Shippuuden Movie 6 - Road to Ninja | Nogizaka Haruka no Himitsu | Dragon Ball Super | Hatsukoi Limited. | Mob Psycho 100: Reigen - Shirarezaru Kiseki no Reinouryokusha,both_hit
4351,1726,3731|8460|9253|11111|11577|12293|14741|16524|16592|16762|18153,11,Newcomer,9,96,39,13125|31240|23847|33929|17247|18041|33253|2472|3002|31812,101,Devil May Cry,Itazura na Kiss | Mirai Nikki | Steins;Gate | Another | Steins;Gate Movie: Fuka Ryouiki no Déjà vu | Campione! Matsurowanu Kamigami to Kamigoroshi no Maou | Chuunibyou demo Koi ga Shitai! | Suisei no Gargantia,Shinsekai yori | Re:Zero kara Hajimeru Isekai Seikatsu | Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku | Boku no Hero Academia: Sukue! Kyuujo Kunren! | Machine-Doll wa Kizutsukanai | Rozen Maiden (2013) | Ajin Part 2 | Naruto: Shippuuden Movie 1 | Gyakkyou Burai Kaiji: Ultimate Survivor | Kuroshitsuji Movie: Book of the Atlantic,hybrid_failure_vs_popularity
4380,25303,30|32|43|199|437|467|468|2436|5680|7791|11111|16498|17867|18679|19815|20583|22319|22429|23273|23755,47,Casual Viewer,12,2,2,35849|25303|16662|996|33929|368|19151|29755|2952|23623,101,Haikyuu!! Lev Genzan!,"Shinseiki Evangelion | Shinseiki Evangelion Movie: Air/Magokoro wo, Kimi ni | Koukaku Kidoutai | Sen to Chihiro no Kamikakushi | Perfect Blue | Koukaku Kidoutai: Stand Alone Complex | Innocence | Angelium",Darling in the FranXX | Haikyuu!! Lev Genzan! | Kaze Tachinu | Bishoujo Senshi Sailor Moon: Sailor Stars | Boku no Hero Academia: Sukue! Kyuujo Kunren! | Bible Black | Walkure Romanze | Haikyuu!! Movie 1: Owari to Hajimari | Final Fantasy VII: Advent Children Complete | Non Non Biyori Repeat,hybrid_win
4395,32485,30|43|226|270|356|777|1535|1575|2001|2904|2993|3455|4214|4725|5081|5114|6166|6213|6547|6594,244,Regular Fan,9,3,3,29095|6702|32485|36049|5030|6864|241|8857|6187|24469,101,Prison School: Mad Wax,Shinseiki Evangelion | Koukaku Kidoutai | Elfen Lied | Hellsing | Fate/stay night | Hellsing Ultimate | Death Note | Code Geass: Hangyaku no Lelouch,Grisaia no Rakuen | Fairy Tail | Prison School: Mad Wax | Dagashi Kashi 2 | Maria†Holic | xxxHOLiC Rou | Girls Bravo: First Season | Nichijou: Nichijou no 0-wa | Nodame Cantabile OVA | Buddy Complex: Kanketsu-hen - Ano Sora ni Kaeru Mirai de,both_hit
4398,31240,856|1575|2593|2904|3782|4155|8888|10087|10793|11741|11757|12413|14407|15197|15199|18507|19815|21881|22297|22319,43,Casual Viewer,3,1,1,31240|20507|12565|38084|6213|5114|4901|25157|34134|32105,101,Re:Zero kara Hajimeru Isekai Seikatsu,Utawarerumono | Code Geass: Hangyaku no Lelouch | Kara no Kyoukai Movie 1: Fukan Fuukei | Code Geass: Hangyaku no Lelouch R2 | Kara no Kyoukai Movie 2: Satsujin Kousatsu (Zen) | One Piece Film: Strong World | Code Geass: Boukoku no Akito 1 - Yokuryuu wa Maiorita | Fate/Zero,Re:Zero kara Hajimeru Isekai Seikatsu | Noragami | Fate/Prototype | Fate/Grand Order: Zettai Majuu Sensen Babylonia | Toaru Kagaku no Railgun | Fullmetal Alchemist: Brotherhood | Black Lagoon: Roberta's Blood Trail | Trinity Seven | One Punch Man 2nd Season | Sousei no Onmyouji,both_hit
4409,7769,1|5|6|24|25|30|33|43|45|47|50|52|59|71|72|79|109|120|134|157,346,Dedicated Fan,5,1,1,7769|18115|20847|33731|22043|740|167|16049|7|412,101,Ookami-san to Shichinin no Nakama-tachi,Cowboy Bebop | Cowboy Bebop: Tengoku no Tobira | Trigun | School Rumble | Sunabouzu | Shinseiki Evangelion | Kenpuu Denki Berserk | Koukaku Kidoutai,Ookami-san to Shichinin no Nakama-tachi | Magi: The Kingdom of Magic | Seitokai Yakuindomo* | Gabriel DropOut | Fairy Tail (2014) | Bishoujo Senshi Sailor Moon R | Scrapped Princess | Toaru Kagaku no Railgun S | Witch Hunter Robin | Kore ga Watashi no Goshujinsama,both_hit
4425,121,1|30|31|32|47|54|59|72|98|164|199|205|223|225|227|260|298|317|339|379,50,Explorer,3,1,1,121|801|150|393|243|8277|22265|4282|1256|1532,101,Fullmetal Alchemist,"Cowboy Bebop | Shinseiki Evangelion | Shinseiki Evangelion Movie: Shi to Shinsei | Shinseiki Evangelion Movie: Air/Magokoro wo, Kimi ni | Akira | Appleseed (Movie) | Chobits | Full Metal Panic? Fumoffu",Fullmetal Alchemist | Koukaku Kidoutai: Stand Alone Complex 2nd GIG | Blood+ | Escaflowne | Gravitation | Hyakka Ryouran: Samurai Girls | Free! Eternal Summer | Kara no Kyoukai Movie 5: Mujun Rasen | Saint Seiya: Jashin Eris | Suki na Mono wa Suki Dakara Shou ga Nai!!,both_hit
4541,6746,1|5|6|19|30|32|33|44|121|205|223|226|227|240|268|306|324|392|400|430,164,Regular Fan,1,1,1,6746|468|59|8142|18523|4898|17121|1827|21681|659,101,Durarara!!,"Cowboy Bebop | Cowboy Bebop: Tengoku no Tobira | Trigun | Monster | Shinseiki Evangelion | Shinseiki Evangelion Movie: Air/Magokoro wo, Kimi ni | Kenpuu Denki Berserk | Rurouni Kenshin: Meiji Kenkaku Romantan - Tsuioku-hen",Durarara!! | Innocence | Chobits | Colorful (Movie) | Senyuu. 2 | Kuroshitsuji | Dareka no Manazashi | Seirei no Moribito | Hanayamata | Azumanga Daiou: Gekijou Tanpen,both_hit
4567,16498,20|48|59|61|80|93|94|121|143|149|150|160|164|169|182|199|223|225|226|243,198,Regular Fan,1,1,1,16498|5530|1530|8247|11759|3515|246|538|10162|30415,101,Shingeki no Kyojin,Naruto | .hack//Sign | Chobits | D.N.Angel | Kidou Senshi Gundam | Kidou Senshi Gundam SEED | Kidou Senshi Gundam SEED Destiny | Fullmetal Alchemist,Shingeki no Kyojin | Pandora Hearts | Kanon (2006) | Bleach Movie 4: Jigoku-hen | Accel World | Saint Seiya: Meiou Hades Elysion-hen | Groove Adventure Rave | Shin Tenchi Muyou! | Usagi Drop | High☆Speed! Movie: Free! Starting Days,both_hit
4598,30503,20|64|121|154|199|250|269|339|523|849|861|1195|1482|1535|1575|1604|2025|2129|2167|2904,149,Regular Fan,1,1,1,30503|28999|32282|18671|35240|1723|32924|45|21843|6377,101,Noragami Aragoto,Naruto | Rozen Maiden | Fullmetal Alchemist | Shaman King | Sen to Chihiro no Kamikakushi | Konjiki no Gash Bell!! | Bleach | Serial Experiments Lain,Noragami Aragoto | Charlotte | Shokugeki no Souma: Ni no Sara | Chuunibyou demo Koi ga Shitai! Ren | Princess Principal | Clannad Movie | Urara Meirochou | Rurouni Kenshin: Meiji Kenkaku Romantan | Shingeki no Bahamut: Genesis | Zan Sayonara Zetsubou Sensei,both_hit
4634,14467,20|33|57|79|158|160|170|185|199|205|223|245|263|264|265|268|287|512|523|527,476,Dedicated Fan,1,5,5,30727|5028|18677|4155|14467|31821|10012|21339|34494|8888,101,K,"Naruto | Kenpuu Denki Berserk | Beck | Shuffle! | Maria-sama ga Miteru | Ima, Soko ni Iru Boku | Slam Dunk | Initial D First Stage",Saenai Heroine no Sodatekata ♭ | Major S5 | Yuusha ni Narenakatta Ore wa Shibushibu Shuushoku wo Ketsui Shimashita. | One Piece Film: Strong World | K | Arslan Senki (TV): Fuujin Ranbu | Carnival Phantasm | Psycho-Pass Movie 1 | Sakura Quest | Code Geass: Boukoku no Akito 1 - Yokuryuu wa Maiorita,both_hit
4659,16512,1|20|24|47|121|154|164|199|227|384|431|457|513|528|572|597|857|877|1120|1121,83,Explorer,7,4,4,317|25687|32282|16512|25519|32995|461|3001|2950|34525,101,Devil Survivor 2 The Animation,Cowboy Bebop | Naruto | School Rumble | Akira | Fullmetal Alchemist | Shaman King | Mononoke Hime | Sen to Chihiro no Kamikakushi,Final Fantasy VII: Advent Children | Digimon Adventure tri. 1: Saikai | Shokugeki no Souma: Ni no Sara | Devil Survivor 2 The Animation | Yuuki Yuuna wa Yuusha de Aru | Yuri!!! on Ice | One Piece Movie 03: Chinjuu-jima no Chopper Oukoku | Moyashimon | Doubutsu no Mori | Centaur no Nayami,both_hit
4705,24765,120|121|164|199|323|431|440|441|483|512|528|578|601|853|977|1535|1637|1887|1961|2001,54,Explorer,8,3,4,205|437|6|24765|66|82|1090|189|8460|23251,101,Gakkougurashi!,Fruits Basket | Fullmetal Alchemist | Mononoke Hime | Sen to Chihiro no Kamikakushi | Mousou Dairinin | Howl no Ugoku Shiro | Shoujo Kakumei Utena | Shoujo Kakumei Utena: Adolescence Mokushiroku,Samurai Champloo | Perfect Blue | Trigun | Gakkougurashi! | Azumanga Daiou The Animation | Kidou Senshi Gundam 0080: Pocket no Naka no Sensou | Kidou Senshi Gundam I | Love Hina | Mirai Nikki | Gugure! Kokkuri-san,both_hit
4710,21881,20|61|120|121|154|226|479|527|528|853|1120|1121|1122|1138|1195|1222|1482|1526|1530|1535,141,Regular Fan,2,2,2,11617|21881|18507|23421|11123|17831|12859|34382|6505|28805,101,Sword Art Online II,Naruto | D.N.Angel | Fruits Basket | Fullmetal Alchemist | Shaman King | Elfen Lied | Ueki no Housoku | Pokemon,High School DxD | Sword Art Online II | Free! | Re:␣Hamatora | Sekaiichi Hatsukoi 2 | Inu to Hasami wa Tsukaiyou | One Piece Film: Z | Citrus | Tteotda Keunyeo!! | Bakemono no Ko,both_hit
4759,121,154|227|1535|1686|2889|2994|4835|4898|5060|5114|5530|6547|6707|6746|7311|7337|7768|8074|8479,19,Newcomer,1,1,1,121|3655|9941|38040|32979|10357|27631|15315|9675|23269,101,Fullmetal Alchemist,Shaman King | FLCL | Death Note | Bleach Movie 1: Memories of Nobody | Bleach Movie 2: The DiamondDust Rebellion - Mou Hitotsu no Hyourinmaru | Death Note: Rewrite | Bleach Movie 3: Fade to Black - Kimi no Na wo Yobu | Kuroshitsuji,Fullmetal Alchemist | Nabari no Ou | Tiger & Bunny | Kono Subarashii Sekai ni Shukufuku wo! Movie: Kurenai Densetsu | Flip Flappers | Jinrui wa Suitai Shimashita | God Eater | Mondaiji-tachi ga Isekai kara Kuru Sou desu yo? | Kami nomi zo Shiru Sekai: Flag 0 | Hello!! Kiniro Mosaic,both_hit
4780,1535,3588|5114|6547|11061|11757|16498|21881|25777|30276|32901|33486|35760|36456|38524,14,Newcomer,1,1,1,1535|8525|31953|34902|120|27831|5690|5355|16067|1142,101,Death Note,Soul Eater | Fullmetal Alchemist: Brotherhood | Angel Beats! | Hunter x Hunter (2011) | Sword Art Online | Shingeki no Kyojin | Sword Art Online II | Shingeki no Kyojin Season 2,Death Note | Kami nomi zo Shiru Sekai | New Game! | Tsurezure Children | Fruits Basket | Durarara!!x2 Ten | Nodame Cantabile Finale | Sengoku Basara | Nagi no Asu kara | Hachimitsu to Clover II,both_hit
4822,1943,20|121|205|226|1535|1726|1735|2025|2236|3092|3457|3470|4722|4752|4814|5114|6045|7054|7465|7472,103,Regular Fan,3,7,7,12355|813|21647|11739|5835|15037|1943|22507|33926|16518,101,Paprika,Naruto | Fullmetal Alchemist | Samurai Champloo | Elfen Lied | Death Note | Devil May Cry | Naruto: Shippuuden | Darker than Black: Kuro no Keiyakusha,Ookami Kodomo no Ame to Yuki | Dragon Ball Z | Tamako Love Story | Kimi to Boku. 2 | Hanasakeru Seishounen | Corpse Party: Tortured Souls - Bougyakusareta Tamashii no Jukyou | Paprika | Initial D Final Stage | Quanzhi Gaoshou | Arata Kangatari,both_hit
4838,7769,30|32|33|79|157|226|227|339|355|356|777|790|849|857|889|934|1051|1195|1210|1519,262,Dedicated Fan,4,1,1,7769|10278|18139|7805|77|6864|21273|27775|35968|22135,101,Ookami-san to Shichinin no Nakama-tachi,"Shinseiki Evangelion | Shinseiki Evangelion Movie: Air/Magokoro wo, Kimi ni | Kenpuu Denki Berserk | Shuffle! | Mahou Sensei Negima! | Elfen Lied | FLCL | Serial Experiments Lain",Ookami-san to Shichinin no Nakama-tachi | The iDOLM@STER | Tonari no Seki-kun | Baka to Test to Shoukanjuu: Mondai - Christmas ni Tsuite Kotae Nasai | Mahou Shoujo Lyrical Nanoha A's | xxxHOLiC Rou | Gochuumon wa Usagi desu ka? | Plastic Memories | Wotaku ni Koi wa Muzukashii | Ping Pong the Animation,both_hit
